id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,probabilidad_salida,prioridad,origen_refuerzo,tags,validado,criterio_depuracion
600056,Aplicaciones Móviles Android,,Rendimiento,Datos temporales,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Mecanismo para guardar temporalmente datos y reducir cargas repetidas.”?,Room,Activity,Caché,for,GET,C,Caché,La caché mejora rendimiento evitando recargas innecesarias.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Rendimiento, Datos temporales, Caché",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600057,Aplicaciones Móviles Android,,Diseño,Estándar visual,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Guía de diseño de Google para interfaces modernas y consistentes.”?,Material Design,Google Play Console,Gradle,SharedPreferences,Fragment,A,Material Design,Material Design define patrones visuales y de interacción.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Diseño, Estándar visual, Material Design",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600058,Aplicaciones Móviles Android,,Publicación,Tienda,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Plataforma usada para publicar y administrar apps en Play Store.”?,Google Play Console,Toast,LinearLayout,CRUD,LiveData,A,Google Play Console,"Permite subir, configurar y publicar aplicaciones.",PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Publicación, Tienda, Google Play Console",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600059,Aplicaciones Móviles Android,,Seguridad,Accesos,Intermedio,Definición directa,"¿Qué concepto corresponde a esta definición: “Autorizaciones que una app solicita para usar cámara, ubicación o internet.”?",POST,Moshi,Caché,Permisos Android,AndroidManifest.xml,D,Permisos Android,Los permisos controlan el acceso a recursos del dispositivo.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Seguridad, Accesos, Permisos Android",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600060,Aplicaciones Móviles Android,,Distribución,Paquete,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Formato moderno de publicación recomendado para Google Play.”?,onPause,onDestroy,Material Design,Android App Bundle,Parsing JSON,D,Android App Bundle,El AAB optimiza la entrega de la app por dispositivo.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Distribución, Paquete, Android App Bundle",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600061,Aplicaciones Móviles Android,,Navegación,Intent,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Objeto usado para iniciar Activities o enviar datos entre componentes.”?,Android App Bundle,Retrofit,Snackbar,onStart,Intent,E,Intent,Intent permite comunicar componentes en Android.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Navegación, Intent, Intent",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600062,Aplicaciones Móviles Android,,Recursos,Colores,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Archivo o recurso donde se centralizan colores reutilizables de la app.”?,LiveData,boolean,colors.xml,DELETE,onDestroy,C,colors.xml,colors.xml organiza colores para usarlos en la UI.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Recursos, Colores, colors.xml",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600063,Aplicaciones Móviles Android,,Recursos,Cadenas,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Archivo o recurso donde se guardan textos reutilizables de la app.”?,boolean,Button,strings.xml,RelativeLayout,PUT,C,strings.xml,strings.xml centraliza textos y facilita mantenimiento.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Recursos, Cadenas, strings.xml",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600064,Soluciones IoT,,IoT,Definición,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Red de objetos físicos conectados que capturan, procesan o envían datos.”?",Internet de las Cosas,Python,Actuador,Display de 7 segmentos,Bucle,A,Internet de las Cosas,IoT conecta dispositivos físicos a redes para intercambiar datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, IoT, Definición, Internet de las Cosas",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600065,Soluciones IoT,,Electrónica,Digital,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Área que trabaja con señales discretas como 0 y 1.”?,WiFi,Sensor,Arduino,Electrónica digital,LoRaWAN,D,Electrónica digital,La electrónica digital usa estados discretos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Electrónica, Digital, Electrónica digital",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600066,Soluciones IoT,,Electrónica,Analógica,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Área que trabaja con señales continuas.”?,Telemetría,Electrónica analógica,Cloud IoT,Función,OLED,B,Electrónica analógica,La electrónica analógica usa valores continuos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Electrónica, Analógica, Electrónica analógica",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600067,Soluciones IoT,,Hardware,Control,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Circuito integrado programable que controla entradas y salidas.”?,Comunicación serial,Electrónica analógica,Potenciómetro,Microcontrolador,Amperaje,D,Microcontrolador,Un microcontrolador ejecuta instrucciones para controlar hardware.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Hardware, Control, Microcontrolador",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600068,Soluciones IoT,,Magnitudes,Voltaje,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Diferencia de potencial eléctrico entre dos puntos.”?,Actuador,MQTT,LED,Voltaje,Node-RED,D,Voltaje,El voltaje impulsa el movimiento de cargas eléctricas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Magnitudes, Voltaje, Voltaje",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600069,Soluciones IoT,,Magnitudes,Corriente,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Flujo de carga eléctrica en un circuito.”?,TCP,Potenciómetro,Amperaje,UART,Función,C,Amperaje,El amperaje mide corriente eléctrica.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Magnitudes, Corriente, Amperaje",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600070,Soluciones IoT,,Magnitudes,Resistencia,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Oposición al paso de la corriente eléctrica.”?,Comunicación serial,Resistencia,Electrónica digital,Cloud IoT,Resistencia fija,B,Resistencia,La resistencia limita el flujo de corriente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Magnitudes, Resistencia, Resistencia",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600071,Soluciones IoT,,Electrónica,Ley,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Relación entre voltaje, corriente y resistencia.”?",Ley de Ohm,HTTP,Broker MQTT,Comunicación paralela,Resistencia fija,A,Ley de Ohm,La Ley de Ohm se expresa como V = I × R.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Electrónica, Ley, Ley de Ohm",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600072,Soluciones IoT,,Componentes,Resistencia,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Componente que mantiene un valor de oposición constante.”?,LCD 16x2,Multímetro,Resistencia fija,Broker MQTT,Python,C,Resistencia fija,La resistencia fija limita corriente con valor estable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Componentes, Resistencia, Resistencia fija",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600073,Soluciones IoT,,Componentes,Variable,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Componente cuya resistencia puede modificarse.”?,Potenciómetro,analogRead(),Actuador,Sistema embebido,Protoboard,A,Potenciómetro,Un potenciómetro es una resistencia variable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Componentes, Variable, Potenciómetro",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600074,Soluciones IoT,,Componentes,Luz,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Diodo que emite luz al conducir corriente.”?,Voltaje,I2C,Sistema embebido,LED,HTTP,D,LED,El LED convierte energía eléctrica en luz.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Componentes, Luz, LED",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600075,Soluciones IoT,,Componentes,Display,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Dispositivo usado para mostrar números con segmentos luminosos.”?,Hardware libre,OLED,Display de 7 segmentos,Función,Bajo consumo,C,Display de 7 segmentos,Muestra dígitos mediante siete segmentos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Componentes, Display, Display de 7 segmentos",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600076,Soluciones IoT,,Prototipado,Placa,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Placa usada para armar circuitos temporales sin soldar.”?,Función,Bajo consumo,LCD 16x2,Electrónica digital,Protoboard,E,Protoboard,La protoboard permite probar circuitos rápidamente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Prototipado, Placa, Protoboard",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600077,Soluciones IoT,,Medición,Instrumento,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Equipo que mide voltaje, corriente y resistencia.”?",LoRaWAN,digitalWrite(),Multímetro,Voltaje,Amperaje,C,Multímetro,El multímetro mide magnitudes eléctricas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Medición, Instrumento, Multímetro",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600078,Soluciones IoT,,Sistemas,Binario,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema numérico basado en dos valores: 0 y 1.”?,Seguridad IoT,Salida digital,PWM,UART,Sistema binario,E,Sistema binario,El binario es la base de la electrónica digital.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Sistemas, Binario, Sistema binario",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600079,Soluciones IoT,,Hardware,Libre,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Hardware cuyo diseño puede ser estudiado, modificado y compartido.”?",Voltaje,Sensor DHT,WLAN,Actuador,Hardware libre,E,Hardware libre,El hardware libre favorece aprendizaje y prototipado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Hardware, Libre, Hardware libre",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600080,Soluciones IoT,,Comunicación,Serial,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Transmisión de datos bit a bit por un canal.”?,Resistencia fija,OLED,Sensor,Comunicación serial,Seguridad IoT,D,Comunicación serial,La comunicación serial envía datos secuencialmente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, Serial, Comunicación serial",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600081,Soluciones IoT,,Comunicación,Paralela,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Transmisión de varios bits al mismo tiempo por varios canales.”?,Raspberry Pi,Comunicación paralela,Sistema embebido,Tipos de datos,LED,B,Comunicación paralela,La comunicación paralela transmite varios bits simultáneamente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, Paralela, Comunicación paralela",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600082,Soluciones IoT,,Placas,Arduino,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Plataforma de microcontrolador usada para prototipos electrónicos.”?,Protoboard,Amperaje,loop(),Comunicación serial,Arduino,E,Arduino,Arduino permite controlar sensores y actuadores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Placas, Arduino, Arduino",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600083,Soluciones IoT,,Placas,WiFi,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Placa basada en ESP8266 con conectividad WiFi integrada.”?,Amperaje,OLED,LoRaWAN,NodeMCU ESP8266,I2C,D,NodeMCU ESP8266,NodeMCU integra microcontrolador y WiFi.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Placas, WiFi, NodeMCU ESP8266",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600084,Soluciones IoT,,Placas,Mini PC,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Computadora pequeña capaz de ejecutar un sistema operativo.”?,Electrónica analógica,TCP,PWM,Raspberry Pi,setup(),D,Raspberry Pi,Raspberry Pi funciona como una mini computadora.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Placas, Mini PC, Raspberry Pi",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600085,Soluciones IoT,,Programación,Tipos,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Clasificación de datos como enteros, decimales o booleanos.”?",Tipos de datos,Seguridad IoT,Multímetro,WLAN,TCP,A,Tipos de datos,Los tipos definen qué valores maneja una variable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Programación, Tipos, Tipos de datos",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600086,Soluciones IoT,,Programación,Condición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Estructura que ejecuta código si se cumple una condición.”?,Condicional,WLAN,NodeMCU ESP8266,Relé,Hardware libre,A,Condicional,Un condicional permite tomar decisiones.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Programación, Condición, Condicional",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600087,Soluciones IoT,,Programación,Repetición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Estructura que repite instrucciones.”?,LED,Python,Microcontrolador,Bucle,Actuador,D,Bucle,Un bucle ejecuta instrucciones varias veces.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Programación, Repetición, Bucle",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600088,Soluciones IoT,,Programación,Reuso,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Bloque de código reutilizable para una tarea específica.”?,Raspberry Pi,Tipos de datos,MQTT,Función,Potenciómetro,D,Función,Una función organiza y reutiliza código.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Programación, Reuso, Función",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600089,Soluciones IoT,,Entradas,Digital,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Entrada que lee valores discretos como alto o bajo.”?,HTTP,Bucle,Entrada digital,OLED,LAN,C,Entrada digital,La entrada digital reconoce estados 0/1.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Entradas, Digital, Entrada digital",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600090,Soluciones IoT,,Entradas,Analógica,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Entrada que lee valores variables o continuos.”?,Actuador,Entrada analógica,Hardware libre,Ley de Ohm,Comunicación paralela,B,Entrada analógica,La entrada analógica mide rangos de valores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Entradas, Analógica, Entrada analógica",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600091,Soluciones IoT,,Salidas,Digital,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Salida que envía estados alto o bajo a un componente.”?,Función,LoRaWAN,Entrada analógica,Salida digital,pinMode(),D,Salida digital,La salida digital controla estados ON/OFF.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Salidas, Digital, Salida digital",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600092,Soluciones IoT,,Sensores,Definición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Dispositivo que detecta una magnitud del entorno.”?,Protoboard,LED,LAN,LCD 16x2,Sensor,E,Sensor,Un sensor captura datos físicos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Sensores, Definición, Sensor",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600093,Soluciones IoT,,Actuadores,Definición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Dispositivo que realiza una acción física en el entorno.”?,Electrónica digital,Amperaje,LCD 16x2,Entrada digital,Actuador,E,Actuador,Un actuador ejecuta una acción.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Actuadores, Definición, Actuador",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600094,Soluciones IoT,,Sensores,Ambiente,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sensor usado para medir temperatura y humedad.”?,Microcontrolador,IP,Condicional,Sensor DHT,Arduino,D,Sensor DHT,El sensor DHT mide temperatura y humedad.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Sensores, Ambiente, Sensor DHT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600095,Soluciones IoT,,Actuadores,Relé,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Interruptor eléctrico controlado por una señal de baja potencia.”?,loop(),Resistencia fija,Resistencia,Relé,Salida digital,D,Relé,El relé permite controlar cargas mayores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Actuadores, Relé, Relé",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600096,Soluciones IoT,,Pantallas,LCD,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Pantalla alfanumérica común de 16 columnas y 2 filas.”?,Electrónica analógica,Microcontrolador,TCP,Entrada digital,LCD 16x2,E,LCD 16x2,LCD 16x2 muestra texto en dos líneas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Pantallas, LCD, LCD 16x2",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600097,Soluciones IoT,,Pantallas,OLED,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Pantalla de bajo consumo con buena visibilidad.”?,Función,Voltaje,Sensor,LCD 16x2,OLED,E,OLED,OLED muestra información con alto contraste.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Pantallas, OLED, OLED",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600098,Soluciones IoT,,Comunicación,UART,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo de comunicación serial asíncrona.”?,Resistencia,Bucle,Resistencia fija,UART,Entrada digital,D,UART,UART permite comunicación serial entre dispositivos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, UART, UART",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600099,Soluciones IoT,,Comunicación,I2C,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Bus de comunicación que usa líneas SDA y SCL.”?,Entrada digital,LCD 16x2,Electrónica analógica,I2C,MQTT,D,I2C,I2C conecta múltiples dispositivos con pocas líneas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, I2C, I2C",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600100,Soluciones IoT,,Redes,HTTP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo usado para comunicación web cliente-servidor.”?,Telemetría,OLED,Actuador,HTTP,Sensor DHT,D,HTTP,HTTP permite intercambiar información en la web.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, HTTP, HTTP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600101,Soluciones IoT,,Redes,TCP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo que asegura entrega ordenada y confiable de datos.”?,LED,Entrada digital,Cloud IoT,TCP,LoRaWAN,D,TCP,TCP controla la transmisión confiable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, TCP, TCP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600102,Soluciones IoT,,Redes,IP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo que identifica y enruta dispositivos en una red.”?,Sensor DHT,IP,HTTP,NodeMCU ESP8266,Sistema embebido,B,IP,IP permite direccionar equipos en redes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, IP, IP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600103,Soluciones IoT,,IoT,Ligero,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo ligero de mensajería muy usado en IoT.”?,NodeMCU ESP8266,MQTT,TCP,Bajo consumo,Entrada analógica,B,MQTT,MQTT es eficiente para dispositivos con pocos recursos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, IoT, Ligero, MQTT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600104,Soluciones IoT,,IoT,Largo alcance,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Tecnología de comunicación de largo alcance y bajo consumo.”?,LoRaWAN,TCP,Simulador online,Sensor DHT,Microcontrolador,A,LoRaWAN,LoRaWAN sirve para redes IoT de amplio alcance.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, IoT, Largo alcance, LoRaWAN",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600105,Soluciones IoT,,Redes,WiFi,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Tecnología inalámbrica para conectar dispositivos a una red local.”?,Ley de Ohm,Python,WiFi,Electrónica analógica,HTTP,C,WiFi,WiFi conecta dispositivos sin cables.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, WiFi, WiFi",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600106,Soluciones IoT,,Redes,WLAN,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Red de área local inalámbrica.”?,Potenciómetro,Entrada analógica,Python,WLAN,Multímetro,D,WLAN,WLAN es una red local basada en comunicación inalámbrica.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, WLAN, WLAN",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600107,Soluciones IoT,,Raspberry,Sistema,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema operativo usado comúnmente en Raspberry Pi.”?,Sistema embebido,Resistencia fija,Multímetro,OLED,Raspberry Pi OS,E,Raspberry Pi OS,Raspberry Pi OS permite operar la placa como computadora.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Raspberry, Sistema, Raspberry Pi OS",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600108,Soluciones IoT,,Herramientas,Flujos,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Herramienta visual para crear flujos IoT y automatizaciones.”?,OLED,Función,Node-RED,Raspberry Pi,Display de 7 segmentos,C,Node-RED,Node-RED facilita flujos de datos visuales.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Herramientas, Flujos, Node-RED",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600109,Soluciones IoT,,Lenguaje,Raspberry,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Lenguaje frecuente para programar proyectos en Raspberry Pi.”?,Seguridad IoT,Python,Raspberry Pi OS,Simulador online,pinMode(),B,Python,Python es común en Raspberry Pi e IoT.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Lenguaje, Raspberry, Python",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600110,Soluciones IoT,,Sistemas,Embebidos,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema computacional dedicado a una función específica.”?,I2C,Comunicación paralela,Sistema binario,Sistema embebido,NodeMCU ESP8266,D,Sistema embebido,Un sistema embebido está integrado para tareas concretas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Sistemas, Embebidos, Sistema embebido",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600111,Soluciones IoT,,Simulación,Online,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Herramienta web para probar circuitos sin hardware físico.”?,Node-RED,Python,Simulador online,Relé,Raspberry Pi,C,Simulador online,Permite validar circuitos antes de armarlos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Simulación, Online, Simulador online",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
