id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,probabilidad_salida,prioridad,origen_refuerzo,tags,validado,criterio_depuracion
500057,Soluciones IoT,,Magnitudes,Resistencia,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Oposición al paso de la corriente eléctrica.”?,Resistencia,Raspberry Pi,Potenciómetro,Sensor,Electrónica analógica,A,Resistencia,La resistencia limita el flujo de corriente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Magnitudes, Resistencia, Resistencia",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500058,Soluciones IoT,,Electrónica,Ley,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Relación entre voltaje, corriente y resistencia.”?",Comunicación serial,Node-RED,Ley de Ohm,Resistencia,Raspberry Pi OS,C,Ley de Ohm,La Ley de Ohm se expresa como V = I × R.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Electrónica, Ley, Ley de Ohm",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500059,Soluciones IoT,,Componentes,Resistencia,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Componente que mantiene un valor de oposición constante.”?,Resistencia fija,Display de 7 segmentos,Comunicación serial,Telemetría,pinMode(),A,Resistencia fija,La resistencia fija limita corriente con valor estable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Componentes, Resistencia, Resistencia fija",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500060,Soluciones IoT,,Componentes,Variable,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Componente cuya resistencia puede modificarse.”?,Potenciómetro,Salida digital,Cloud IoT,Bajo consumo,Condicional,A,Potenciómetro,Un potenciómetro es una resistencia variable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Componentes, Variable, Potenciómetro",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500061,Soluciones IoT,,Componentes,Luz,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Diodo que emite luz al conducir corriente.”?,Electrónica analógica,LED,Entrada digital,pinMode(),loop(),B,LED,El LED convierte energía eléctrica en luz.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Componentes, Luz, LED",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500062,Soluciones IoT,,Componentes,Display,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Dispositivo usado para mostrar números con segmentos luminosos.”?,Bajo consumo,PWM,Bucle,Display de 7 segmentos,Raspberry Pi,D,Display de 7 segmentos,Muestra dígitos mediante siete segmentos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Componentes, Display, Display de 7 segmentos",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500063,Soluciones IoT,,Prototipado,Placa,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Placa usada para armar circuitos temporales sin soldar.”?,Protoboard,pinMode(),Condicional,Arduino,Entrada analógica,A,Protoboard,La protoboard permite probar circuitos rápidamente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Prototipado, Placa, Protoboard",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500064,Soluciones IoT,,Medición,Instrumento,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Equipo que mide voltaje, corriente y resistencia.”?",I2C,Condicional,setup(),Multímetro,Node-RED,D,Multímetro,El multímetro mide magnitudes eléctricas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Medición, Instrumento, Multímetro",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500065,Soluciones IoT,,Sistemas,Binario,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema numérico basado en dos valores: 0 y 1.”?,IP,Electrónica analógica,Comunicación paralela,Resistencia,Sistema binario,E,Sistema binario,El binario es la base de la electrónica digital.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Sistemas, Binario, Sistema binario",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500066,Soluciones IoT,,Hardware,Libre,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Hardware cuyo diseño puede ser estudiado, modificado y compartido.”?",OLED,Sensor,Hardware libre,MQTT,Ley de Ohm,C,Hardware libre,El hardware libre favorece aprendizaje y prototipado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Hardware, Libre, Hardware libre",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500067,Soluciones IoT,,Comunicación,Serial,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Transmisión de datos bit a bit por un canal.”?,Sistema embebido,Internet de las Cosas,UART,Sensor,Comunicación serial,E,Comunicación serial,La comunicación serial envía datos secuencialmente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, Serial, Comunicación serial",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500068,Soluciones IoT,,Comunicación,Paralela,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Transmisión de varios bits al mismo tiempo por varios canales.”?,Raspberry Pi OS,Voltaje,Condicional,Broker MQTT,Comunicación paralela,E,Comunicación paralela,La comunicación paralela transmite varios bits simultáneamente.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, Paralela, Comunicación paralela",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500069,Soluciones IoT,,Placas,Arduino,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Plataforma de microcontrolador usada para prototipos electrónicos.”?,Simulador online,Arduino,analogRead(),OLED,Raspberry Pi,B,Arduino,Arduino permite controlar sensores y actuadores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Placas, Arduino, Arduino",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500070,Soluciones IoT,,Placas,WiFi,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Placa basada en ESP8266 con conectividad WiFi integrada.”?,Python,NodeMCU ESP8266,HTTP,Resistencia fija,Arduino,B,NodeMCU ESP8266,NodeMCU integra microcontrolador y WiFi.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Placas, WiFi, NodeMCU ESP8266",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500071,Soluciones IoT,,Placas,Mini PC,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Computadora pequeña capaz de ejecutar un sistema operativo.”?,Display de 7 segmentos,Node-RED,Cloud IoT,analogRead(),Raspberry Pi,E,Raspberry Pi,Raspberry Pi funciona como una mini computadora.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Placas, Mini PC, Raspberry Pi",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500072,Soluciones IoT,,Programación,Tipos,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Clasificación de datos como enteros, decimales o booleanos.”?",NodeMCU ESP8266,Sensor,Arduino,Multímetro,Tipos de datos,E,Tipos de datos,Los tipos definen qué valores maneja una variable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Programación, Tipos, Tipos de datos",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500073,Soluciones IoT,,Programación,Condición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Estructura que ejecuta código si se cumple una condición.”?,Condicional,Actuador,Multímetro,Node-RED,OLED,A,Condicional,Un condicional permite tomar decisiones.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Programación, Condición, Condicional",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500074,Soluciones IoT,,Programación,Repetición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Estructura que repite instrucciones.”?,OLED,WiFi,Arduino,Raspberry Pi OS,Bucle,E,Bucle,Un bucle ejecuta instrucciones varias veces.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Programación, Repetición, Bucle",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500075,Soluciones IoT,,Programación,Reuso,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Bloque de código reutilizable para una tarea específica.”?,Telemetría,Sistema binario,Node-RED,Función,NodeMCU ESP8266,D,Función,Una función organiza y reutiliza código.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Programación, Reuso, Función",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500076,Soluciones IoT,,Entradas,Digital,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Entrada que lee valores discretos como alto o bajo.”?,LoRaWAN,Entrada digital,Relé,loop(),Hardware libre,B,Entrada digital,La entrada digital reconoce estados 0/1.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Entradas, Digital, Entrada digital",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500077,Soluciones IoT,,Entradas,Analógica,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Entrada que lee valores variables o continuos.”?,Entrada analógica,Función,Sistema embebido,Python,LCD 16x2,A,Entrada analógica,La entrada analógica mide rangos de valores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Entradas, Analógica, Entrada analógica",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500078,Soluciones IoT,,Salidas,Digital,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Salida que envía estados alto o bajo a un componente.”?,LAN,pinMode(),Salida digital,Seguridad IoT,analogRead(),C,Salida digital,La salida digital controla estados ON/OFF.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Salidas, Digital, Salida digital",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500079,Soluciones IoT,,Sensores,Definición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Dispositivo que detecta una magnitud del entorno.”?,UART,Sensor DHT,Sensor,Python,Telemetría,C,Sensor,Un sensor captura datos físicos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Sensores, Definición, Sensor",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500080,Soluciones IoT,,Actuadores,Definición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Dispositivo que realiza una acción física en el entorno.”?,Resistencia fija,Raspberry Pi OS,Telemetría,Sensor DHT,Actuador,E,Actuador,Un actuador ejecuta una acción.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Actuadores, Definición, Actuador",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500081,Soluciones IoT,,Sensores,Ambiente,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sensor usado para medir temperatura y humedad.”?,setup(),HTTP,Sensor DHT,Sensor,Broker MQTT,C,Sensor DHT,El sensor DHT mide temperatura y humedad.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Sensores, Ambiente, Sensor DHT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500082,Soluciones IoT,,Actuadores,Relé,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Interruptor eléctrico controlado por una señal de baja potencia.”?,Hardware libre,LAN,Relé,WiFi,setup(),C,Relé,El relé permite controlar cargas mayores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Actuadores, Relé, Relé",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500083,Soluciones IoT,,Pantallas,LCD,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Pantalla alfanumérica común de 16 columnas y 2 filas.”?,Comunicación paralela,LCD 16x2,Sistema embebido,Sensor,Voltaje,B,LCD 16x2,LCD 16x2 muestra texto en dos líneas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Pantallas, LCD, LCD 16x2",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500084,Soluciones IoT,,Pantallas,OLED,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Pantalla de bajo consumo con buena visibilidad.”?,I2C,Amperaje,Raspberry Pi,OLED,analogRead(),D,OLED,OLED muestra información con alto contraste.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Pantallas, OLED, OLED",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500085,Soluciones IoT,,Comunicación,UART,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo de comunicación serial asíncrona.”?,UART,Sistema embebido,Potenciómetro,Multímetro,Python,A,UART,UART permite comunicación serial entre dispositivos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, UART, UART",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500086,Soluciones IoT,,Comunicación,I2C,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Bus de comunicación que usa líneas SDA y SCL.”?,Entrada analógica,UART,I2C,Microcontrolador,Actuador,C,I2C,I2C conecta múltiples dispositivos con pocas líneas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, I2C, I2C",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500087,Soluciones IoT,,Redes,HTTP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo usado para comunicación web cliente-servidor.”?,LAN,digitalWrite(),loop(),HTTP,TCP,D,HTTP,HTTP permite intercambiar información en la web.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, HTTP, HTTP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500088,Soluciones IoT,,Redes,TCP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo que asegura entrega ordenada y confiable de datos.”?,Función,NodeMCU ESP8266,TCP,LAN,loop(),C,TCP,TCP controla la transmisión confiable.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, TCP, TCP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500089,Soluciones IoT,,Redes,IP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo que identifica y enruta dispositivos en una red.”?,Comunicación paralela,Salida digital,IP,Relé,Electrónica digital,C,IP,IP permite direccionar equipos en redes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, IP, IP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500090,Soluciones IoT,,IoT,Ligero,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo ligero de mensajería muy usado en IoT.”?,setup(),Actuador,MQTT,Simulador online,LED,C,MQTT,MQTT es eficiente para dispositivos con pocos recursos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, IoT, Ligero, MQTT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500091,Soluciones IoT,,IoT,Largo alcance,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Tecnología de comunicación de largo alcance y bajo consumo.”?,Salida digital,LoRaWAN,Amperaje,WLAN,Resistencia fija,B,LoRaWAN,LoRaWAN sirve para redes IoT de amplio alcance.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, IoT, Largo alcance, LoRaWAN",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500092,Soluciones IoT,,Redes,WiFi,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Tecnología inalámbrica para conectar dispositivos a una red local.”?,Función,Actuador,Raspberry Pi,WiFi,Multímetro,D,WiFi,WiFi conecta dispositivos sin cables.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, WiFi, WiFi",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500093,Soluciones IoT,,Redes,WLAN,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Red de área local inalámbrica.”?,setup(),Entrada analógica,WLAN,Comunicación serial,LAN,C,WLAN,WLAN es una red local basada en comunicación inalámbrica.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Redes, WLAN, WLAN",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500094,Soluciones IoT,,Raspberry,Sistema,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema operativo usado comúnmente en Raspberry Pi.”?,Sistema binario,WiFi,Voltaje,Raspberry Pi OS,Condicional,D,Raspberry Pi OS,Raspberry Pi OS permite operar la placa como computadora.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Raspberry, Sistema, Raspberry Pi OS",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500095,Soluciones IoT,,Herramientas,Flujos,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Herramienta visual para crear flujos IoT y automatizaciones.”?,MQTT,setup(),Potenciómetro,Node-RED,Electrónica digital,D,Node-RED,Node-RED facilita flujos de datos visuales.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Herramientas, Flujos, Node-RED",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500096,Soluciones IoT,,Lenguaje,Raspberry,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Lenguaje frecuente para programar proyectos en Raspberry Pi.”?,Multímetro,Node-RED,HTTP,Python,Actuador,D,Python,Python es común en Raspberry Pi e IoT.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Lenguaje, Raspberry, Python",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500097,Soluciones IoT,,Sistemas,Embebidos,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema computacional dedicado a una función específica.”?,NodeMCU ESP8266,LED,PWM,Sistema embebido,Seguridad IoT,D,Sistema embebido,Un sistema embebido está integrado para tareas concretas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Sistemas, Embebidos, Sistema embebido",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500098,Soluciones IoT,,Simulación,Online,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Herramienta web para probar circuitos sin hardware físico.”?,Protoboard,Voltaje,Entrada digital,Python,Simulador online,E,Simulador online,Permite validar circuitos antes de armarlos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Simulación, Online, Simulador online",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500099,Soluciones IoT,,IoT,Nube,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Servicio remoto donde se almacenan o procesan datos de dispositivos.”?,Telemetría,IP,Raspberry Pi OS,Cloud IoT,loop(),D,Cloud IoT,La nube centraliza datos y servicios IoT.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, IoT, Nube, Cloud IoT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500100,Soluciones IoT,,Topología,LAN,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Red de área local que conecta dispositivos cercanos.”?,LCD 16x2,LAN,Bucle,WLAN,Voltaje,B,LAN,LAN conecta equipos dentro de un área limitada.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Topología, LAN, LAN",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500101,Fullstack Developer Software,,Control de versiones,Sistema,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema que registra cambios en el código fuente.”?,CRUD,push,Git,CORS,Sequelize,C,Git,Git permite controlar versiones del proyecto.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Control de versiones, Sistema, Git",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500102,Fullstack Developer Software,,Colaboración,Plataforma,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Plataforma para alojar repositorios y colaborar con Git.”?,POST,GitHub,JSX,Formik,CRUD,B,GitHub,GitHub facilita colaboración y gestión de repositorios.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Colaboración, Plataforma, GitHub",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500103,Fullstack Developer Software,,Repositorio,Proyecto,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Espacio donde se almacenan archivos y el historial de un proyecto.”?,Repositorio,Node.js,Docker,POST,React Router,A,Repositorio,Un repositorio contiene código e historial.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Repositorio, Proyecto, Repositorio",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500104,Fullstack Developer Software,,Ramas,Branch,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Línea independiente de desarrollo dentro de Git.”?,GitHub Actions,Endpoint,SQL Injection,Rama,DELETE,D,Rama,Una rama permite trabajar cambios sin afectar la principal.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Ramas, Branch, Rama",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500105,Fullstack Developer Software,,Colaboración,Copia,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Copia de un repositorio en la cuenta de otro usuario.”?,React,Ruta,Fork,Virtualización,Pull Request,C,Fork,Fork permite trabajar sobre una copia del proyecto.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Colaboración, Copia, Fork",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500106,Fullstack Developer Software,,Flujo,Git,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Modelo de trabajo con ramas para organizar desarrollo y releases.”?,Node.js,Ruta dinámica,Git Flow,Middleware,Endpoint,C,Git Flow,Git Flow estructura ramas y versiones.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Flujo, Git, Git Flow",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500107,Fullstack Developer Software,,Cambios,Registro,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Acción que guarda cambios en el historial local.”?,Git Flow,commit,POST,GitHub Actions,JWT,B,commit,commit registra cambios en Git.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Cambios, Registro, commit",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500108,Fullstack Developer Software,,Remoto,Subir,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Comando que envía commits al repositorio remoto.”?,React,SQL Injection,GET,push,Formik,D,push,push sube cambios a GitHub u otro remoto.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Remoto, Subir, push",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500109,Fullstack Developer Software,,Remoto,Traer,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Comando que descarga e integra cambios del remoto.”?,Migración,Express.js,SOAP,GitHub Actions,pull,E,pull,pull trae cambios del repositorio remoto.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Remoto, Traer, pull",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500110,Fullstack Developer Software,,Ramas,Unir,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Operación que combina cambios de una rama con otra.”?,CORS,merge,PUT,Middleware,useState,B,merge,merge une historias de ramas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Ramas, Unir, merge",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500111,Fullstack Developer Software,,Ramas,Reescribir,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Operación que reaplica commits sobre otra base.”?,rebase,POST,GitHub Projects,push,SSH keys,A,rebase,rebase reorganiza el historial.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Ramas, Reescribir, rebase",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500112,Fullstack Developer Software,,Conflictos,Git,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Problema que ocurre cuando Git no puede unir cambios automáticamente.”?,Code Review,SPA,Issue,Conflicto,PUT,D,Conflicto,Un conflicto requiere resolver manualmente cambios incompatibles.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Conflictos, Git, Conflicto",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500113,Fullstack Developer Software,,Colaboración,Solicitud,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Solicitud para revisar e integrar cambios en una rama principal.”?,SSH keys,Conflicto,Pull Request,npm,Sequelize,C,Pull Request,Un PR permite revisar cambios antes de fusionarlos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Colaboración, Solicitud, Pull Request",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
